RT=UNDEFINED   LT=UNDEFINED
0	37534
1	37538
2	37402
3	37630
4	37768
5	37557
6	37959
7	37591
8	37843
9	37701
10	37655
11	37601
12	37792
13	37922
14	37692
15	37599
16	37618
17	37653
18	37856
19	37609
20	37546
21	37655
22	37999
23	37913
24	37916
25	37549
26	37845
27	37828
28	37416
29	37817
30	38286
31	37695
32	37401
33	37657
34	37467
35	37790
36	37557
37	37699
38	37561
39	37189
40	37715
41	37628
42	37310
43	37715
44	37381
45	37416
46	37823
47	37802
48	37730
49	37697
50	37829
51	37283
52	37608
53	37658
54	37824
55	37577
56	37877
57	37769
58	37542
59	37452
60	37556
61	37807
62	37469
63	37472
64	37806
65	37904
66	37827
67	37847
68	37632
69	37717
70	37662
71	37548
72	37546
73	37854
74	38193
75	37718
76	37952
77	37755
78	37928
79	37831
80	37914
81	37623
82	37821
83	37485
84	37647
85	37604
86	37695
87	38238
88	37570
89	37699
90	37534
91	37732
92	37813
93	37490
94	37600
95	37943
96	37725
97	37697
98	37802
99	37908
100	37770
101	37718
102	37211
103	37899
104	37777
105	37639
106	37687
107	37593
108	37684
109	37912
110	37929
111	37731
112	37807
113	38015
114	37656
115	37628
116	37907
117	37949
118	37854
119	37500
120	37590
121	38049
122	37786
123	38123
124	37840
125	37945
126	37739
127	37897
128	38083
129	37822
130	37738
131	37647
132	38052
133	37703
134	37845
135	37991
136	37744
137	37987
138	38045
139	37727
140	37638
141	37760
142	37849
143	38102
144	37772
145	38427
146	37827
147	38173
148	37924
149	37824
150	37804
151	37967
152	37955
153	37889
154	37949
155	38350
156	37928
157	37757
158	37661
159	37954
160	38200
161	37982
162	38033
163	37728
164	37591
165	37962
166	37964
167	37892
168	37629
169	37998
170	38016
171	37306
172	38205
173	37613
174	38122
175	38164
176	37835
177	37885
178	37730
179	37877
180	37991
181	37712
182	37966
183	37705
184	37719
185	37644
186	37772
187	38058
188	38158
189	37758
190	37681
191	37664
192	37962
193	38187
194	38175
195	37982
196	38160
197	37924
198	38070
199	37898
200	37357
201	37752
202	37949
203	37829
204	37846
205	38000
206	38045
207	38012
208	38009
209	37864
210	37774
211	38031
212	38233
213	37707
214	38260
215	38018
216	37762
217	37875
218	37778
219	38088
220	37588
221	37742
222	38044
223	38087
224	37762
225	38124
226	38063
227	37799
228	37602
229	38006
230	37923
231	37759
232	37618
233	37861
