RT=UNDEFINED   LT=UNDEFINED
0	11057
1	10821
2	11241
3	11054
4	11040
5	11028
6	11060
7	11100
8	11137
9	11176
10	10984
11	11126
12	10914
13	11142
14	11031
15	10895
16	10986
17	10924
18	11099
19	11031
20	11112
21	11192
22	10990
23	10990
24	10980
25	11179
26	11141
27	11014
28	10904
29	11164
30	11139
31	11028
32	11088
33	11101
34	10809
35	10904
36	11094
37	11138
38	10961
39	11001
40	11065
41	11192
42	11212
43	10917
44	11190
45	11105
46	11247
47	11194
48	11069
49	11163
50	10905
51	11240
52	11290
53	11149
54	11060
55	10934
56	10987
57	11040
58	11001
59	11151
60	11080
61	10984
62	11070
63	10886
64	11084
65	11044
66	11150
67	11054
68	10974
69	11071
70	10879
71	10933
72	11074
73	10931
74	11060
75	11025
76	11167
77	11166
78	11000
79	11073
80	11132
81	10988
82	11070
83	11018
84	10967
85	11197
86	11266
87	11096
88	11196
89	10956
90	10986
91	11268
92	10917
93	11209
94	11009
95	11191
96	10972
97	11017
98	11022
99	11016
100	10872
101	11047
102	10860
103	10801
104	10841
105	11220
106	11162
107	11115
108	10994
109	11064
110	11037
111	11158
112	10985
113	11034
114	11148
115	11012
116	10955
117	10922
118	11045
119	11070
120	11197
121	11283
122	11094
123	11179
124	11077
125	11264
126	10984
127	10801
128	11053
129	11211
130	11158
131	10945
132	10947
133	10832
134	11124
135	11348
136	11031
137	11060
138	11056
139	10984
140	10940
141	11080
142	11019
143	11070
144	11052
145	11090
146	10986
147	11208
148	10974
149	10969
150	11098
151	11137
152	11039
153	11109
154	11003
155	10984
156	11077
157	11113
158	11086
159	11271
160	11104
161	11171
162	11039
163	11077
164	11152
165	11090
166	11001
167	11228
168	11082
169	10971
170	11222
171	11172
172	11037
173	11080
174	11241
175	11219
176	11178
177	11095
178	11056
179	11037
180	10939
181	11166
182	10977
183	11030
184	11063
185	11094
186	11176
187	11001
188	10988
189	11055
190	11165
191	11097
192	11177
193	10799
194	11073
195	11114
196	10959
197	11031
198	11229
199	11249
200	11014
201	10967
202	11034
203	11063
204	11019
205	10960
206	11060
207	11039
208	10939
209	11158
210	11078
211	11049
212	11370
213	11040
214	11154
215	11002
216	11036
217	10995
218	11202
219	10922
220	10975
221	11111
222	11265
223	11150
224	11038
225	11158
226	10986
227	10949
228	11073
229	11048
230	11235
231	10921
232	11103
233	11052
234	11059
235	11223
236	11178
237	11085
238	11144
239	11168
240	11294
241	10936
242	10934
243	11196
244	10996
245	11067
246	11364
247	11192
248	11188
249	11010
250	11178
251	11196
252	11032
253	11091
254	11055
255	11104
256	10923
257	11187
258	11043
259	11051
260	10937
261	11161
262	11057
263	11170
264	11078
265	11112
266	11329
267	11224
268	11198
269	11242
270	11073
271	11292
272	11103
273	11201
274	11059
275	11212
276	11208
277	11092
278	11125
279	11105
280	11203
281	10957
282	11096
283	11191
284	11071
285	11230
286	11168
287	11057
288	11174
289	11221
290	11072
291	11069
292	10983
293	11127
294	10854
295	11033
296	11400
297	11133
